Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,all_symptoms
Tonsillitis,nosebleeds,difficulty_swallowing,swelling_ear_canal,ear_fullness,nasal_congestion,vomiting,postnasal_drip,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'swelling_ear_canal', 'ear_fullness', 'nasal_congestion', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,nasal_congestion,headache,swelling_ear_canal,watery_eyes,fever,fatigue,loss_of_balance,loss_of_smell,"['nasal_congestion', 'headache', 'swelling_ear_canal', 'watery_eyes', 'fever', 'fatigue', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,nasal_congestion,tinnitus,fever,disturbed_sleep,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nasal_congestion', 'tinnitus', 'fever', 'disturbed_sleep', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Tinnitus,sore_throat,tinnitus,fever,blood_in_nasal_discharge,nasal_congestion,postnasal_drip,postnasal_drip,loss_of_smell,"['sore_throat', 'tinnitus', 'fever', 'blood_in_nasal_discharge', 'nasal_congestion', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,vertigo,headache,nasal_irritation,dry_cough,fever,redness_ear_canal,itchy_throat,loss_of_smell,"['vertigo', 'headache', 'nasal_irritation', 'dry_cough', 'fever', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Tinnitus,vertigo,recurrent_sinus_infections,swelling_ear_canal,swollen_lymph_nodes,throat_irritation,loss_of_balance,ear_tugging,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'swollen_lymph_nodes', 'throat_irritation', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Epistaxis,ringing_in_ears,tinnitus,facial_pain,pus_discharge,nasal_congestion,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'tinnitus', 'facial_pain', 'pus_discharge', 'nasal_congestion', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,nosebleeds,loss_of_voice,hearing_loss,fluid_discharge,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'hearing_loss', 'fluid_discharge', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,hoarseness,runny_nose,swelling_ear_canal,watery_eyes,red_tonsils,loss_of_balance,itchy_throat,loss_of_smell,"['hoarseness', 'runny_nose', 'swelling_ear_canal', 'watery_eyes', 'red_tonsils', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Tinnitus,sneezing,runny_nose,fever,fluid_discharge,nasal_congestion,white_patches_throat,loss_of_balance,loss_of_smell,"['sneezing', 'runny_nose', 'fever', 'fluid_discharge', 'nasal_congestion', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Allergic Rhinitis,nasal_congestion,recurrent_sinus_infections,nasal_irritation,dry_cough,throat_irritation,white_patches_throat,headache,loss_of_smell,"['nasal_congestion', 'recurrent_sinus_infections', 'nasal_irritation', 'dry_cough', 'throat_irritation', 'white_patches_throat', 'headache', 'loss_of_smell']"
Otitis Externa,ear_pain,recurrent_sinus_infections,swelling_ear_canal,pus_discharge,fever,fatigue,headache,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'swelling_ear_canal', 'pus_discharge', 'fever', 'fatigue', 'headache', 'loss_of_smell']"
Tonsillitis,nasal_congestion,runny_nose,hearing_difficulty,blood_in_nasal_discharge,throat_irritation,white_patches_throat,postnasal_drip,loss_of_smell,"['nasal_congestion', 'runny_nose', 'hearing_difficulty', 'blood_in_nasal_discharge', 'throat_irritation', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,nasal_congestion,buzzing_in_ears,swelling_ear_canal,disturbed_sleep,snoring,fatigue,loss_of_balance,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'swelling_ear_canal', 'disturbed_sleep', 'snoring', 'fatigue', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,facial_pain,nasal_congestion,fatigue,postnasal_drip,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'facial_pain', 'nasal_congestion', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,sneezing,difficulty_swallowing,hearing_difficulty,dry_cough,irritability,loss_of_balance,headache,loss_of_smell,"['sneezing', 'difficulty_swallowing', 'hearing_difficulty', 'dry_cough', 'irritability', 'loss_of_balance', 'headache', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,buzzing_in_ears,fever,swollen_lymph_nodes,nasal_congestion,vomiting,itchy_throat,loss_of_smell,"['ringing_in_ears', 'buzzing_in_ears', 'fever', 'swollen_lymph_nodes', 'nasal_congestion', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Sinusitis,ringing_in_ears,fever,hearing_loss,facial_pain,snoring,white_patches_throat,ear_tugging,loss_of_smell,"['ringing_in_ears', 'fever', 'hearing_loss', 'facial_pain', 'snoring', 'white_patches_throat', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,ear_itching,difficulty_swallowing,hearing_difficulty,fluid_discharge,nasal_congestion,loss_of_balance,postnasal_drip,loss_of_smell,"['ear_itching', 'difficulty_swallowing', 'hearing_difficulty', 'fluid_discharge', 'nasal_congestion', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Laryngitis,sneezing,buzzing_in_ears,sore_throat,blood_in_nasal_discharge,nausea,fatigue,postnasal_drip,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'sore_throat', 'blood_in_nasal_discharge', 'nausea', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,sneezing,fever,fever,dry_cough,throat_irritation,redness_ear_canal,ear_tugging,loss_of_smell,"['sneezing', 'fever', 'fever', 'dry_cough', 'throat_irritation', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,nasal_obstruction,tinnitus,fever,facial_pain,throat_irritation,loss_of_balance,postnasal_drip,loss_of_smell,"['nasal_obstruction', 'tinnitus', 'fever', 'facial_pain', 'throat_irritation', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,ear_pain,tinnitus,hearing_loss,thick_nasal_discharge,fever,breathing_difficulty,headache,loss_of_smell,"['ear_pain', 'tinnitus', 'hearing_loss', 'thick_nasal_discharge', 'fever', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Meniere’s Disease,sore_throat,difficulty_swallowing,sore_throat,blood_in_nasal_discharge,red_tonsils,vomiting,itchy_throat,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'sore_throat', 'blood_in_nasal_discharge', 'red_tonsils', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Epistaxis,ear_pain,ear_pain,facial_pain,fluid_discharge,irritability,redness_ear_canal,itchy_throat,loss_of_smell,"['ear_pain', 'ear_pain', 'facial_pain', 'fluid_discharge', 'irritability', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Allergic Rhinitis,nasal_congestion,headache,swelling_ear_canal,watery_eyes,fever,fatigue,loss_of_balance,loss_of_smell,"['nasal_congestion', 'headache', 'swelling_ear_canal', 'watery_eyes', 'fever', 'fatigue', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,ringing_in_ears,buzzing_in_ears,nasal_irritation,blood_in_nasal_discharge,snoring,loss_of_balance,headache,loss_of_smell,"['ringing_in_ears', 'buzzing_in_ears', 'nasal_irritation', 'blood_in_nasal_discharge', 'snoring', 'loss_of_balance', 'headache', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,tinnitus,hearing_difficulty,facial_pain,nasal_congestion,breathing_difficulty,postnasal_drip,loss_of_smell,"['sore_throat', 'tinnitus', 'hearing_difficulty', 'facial_pain', 'nasal_congestion', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,nasal_obstruction,ear_pain,hearing_loss,thick_nasal_discharge,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'ear_pain', 'hearing_loss', 'thick_nasal_discharge', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Tinnitus,ringing_in_ears,crusting_in_nose,swelling_ear_canal,watery_eyes,hearing_difficulty,postnasal_drip,headache,loss_of_smell,"['ringing_in_ears', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'hearing_difficulty', 'postnasal_drip', 'headache', 'loss_of_smell']"
Tonsillitis,ringing_in_ears,headache,fever,swollen_lymph_nodes,red_tonsils,fatigue,ear_tugging,loss_of_smell,"['ringing_in_ears', 'headache', 'fever', 'swollen_lymph_nodes', 'red_tonsils', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Laryngitis,nasal_obstruction,tinnitus,fever,watery_eyes,snoring,white_patches_throat,ear_tugging,loss_of_smell,"['nasal_obstruction', 'tinnitus', 'fever', 'watery_eyes', 'snoring', 'white_patches_throat', 'ear_tugging', 'loss_of_smell']"
Laryngitis,nasal_obstruction,fever,facial_pain,fluid_discharge,irritability,fatigue,itchy_throat,loss_of_smell,"['nasal_obstruction', 'fever', 'facial_pain', 'fluid_discharge', 'irritability', 'fatigue', 'itchy_throat', 'loss_of_smell']"
Tinnitus,sneezing,difficulty_swallowing,hearing_difficulty,dry_cough,irritability,loss_of_balance,headache,loss_of_smell,"['sneezing', 'difficulty_swallowing', 'hearing_difficulty', 'dry_cough', 'irritability', 'loss_of_balance', 'headache', 'loss_of_smell']"
Epistaxis,ear_pain,recurrent_sinus_infections,headache,fluid_discharge,fever,breathing_difficulty,itchy_throat,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'headache', 'fluid_discharge', 'fever', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Laryngitis,nasal_obstruction,fever,facial_pain,fluid_discharge,irritability,fatigue,itchy_throat,loss_of_smell,"['nasal_obstruction', 'fever', 'facial_pain', 'fluid_discharge', 'irritability', 'fatigue', 'itchy_throat', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,watery_eyes,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'watery_eyes', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,nosebleeds,loss_of_voice,hearing_difficulty,thick_nasal_discharge,fever,vomiting,headache,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'hearing_difficulty', 'thick_nasal_discharge', 'fever', 'vomiting', 'headache', 'loss_of_smell']"
Epistaxis,nasal_obstruction,headache,facial_pain,thick_nasal_discharge,nasal_congestion,breathing_difficulty,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'headache', 'facial_pain', 'thick_nasal_discharge', 'nasal_congestion', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,sore_throat,ear_pain,fever,fluid_discharge,snoring,fatigue,headache,loss_of_smell,"['sore_throat', 'ear_pain', 'fever', 'fluid_discharge', 'snoring', 'fatigue', 'headache', 'loss_of_smell']"
Laryngitis,nasal_congestion,buzzing_in_ears,nasal_irritation,fluid_discharge,snoring,vomiting,itchy_throat,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'nasal_irritation', 'fluid_discharge', 'snoring', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Sinusitis,sneezing,ear_pain,facial_pain,fluid_discharge,snoring,fatigue,postnasal_drip,loss_of_smell,"['sneezing', 'ear_pain', 'facial_pain', 'fluid_discharge', 'snoring', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,nosebleeds,buzzing_in_ears,swelling_ear_canal,blood_in_nasal_discharge,nausea,white_patches_throat,headache,loss_of_smell,"['nosebleeds', 'buzzing_in_ears', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'nausea', 'white_patches_throat', 'headache', 'loss_of_smell']"
Laryngitis,hoarseness,loss_of_voice,sore_throat,thick_nasal_discharge,fever,white_patches_throat,loss_of_balance,loss_of_smell,"['hoarseness', 'loss_of_voice', 'sore_throat', 'thick_nasal_discharge', 'fever', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,nasal_obstruction,fever,facial_pain,fluid_discharge,irritability,fatigue,itchy_throat,loss_of_smell,"['nasal_obstruction', 'fever', 'facial_pain', 'fluid_discharge', 'irritability', 'fatigue', 'itchy_throat', 'loss_of_smell']"
Otitis Media,ringing_in_ears,buzzing_in_ears,swelling_ear_canal,ear_fullness,red_tonsils,vomiting,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'buzzing_in_ears', 'swelling_ear_canal', 'ear_fullness', 'red_tonsils', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,hoarseness,runny_nose,swelling_ear_canal,watery_eyes,red_tonsils,loss_of_balance,itchy_throat,loss_of_smell,"['hoarseness', 'runny_nose', 'swelling_ear_canal', 'watery_eyes', 'red_tonsils', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Tinnitus,ringing_in_ears,crusting_in_nose,swelling_ear_canal,watery_eyes,hearing_difficulty,postnasal_drip,headache,loss_of_smell,"['ringing_in_ears', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'hearing_difficulty', 'postnasal_drip', 'headache', 'loss_of_smell']"
Epistaxis,sneezing,recurrent_sinus_infections,hearing_loss,disturbed_sleep,fever,redness_ear_canal,ear_tugging,loss_of_smell,"['sneezing', 'recurrent_sinus_infections', 'hearing_loss', 'disturbed_sleep', 'fever', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Laryngitis,nasal_congestion,crusting_in_nose,itchy_nose,dry_cough,nausea,breathing_difficulty,headache,loss_of_smell,"['nasal_congestion', 'crusting_in_nose', 'itchy_nose', 'dry_cough', 'nausea', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Meniere’s Disease,ear_itching,runny_nose,hearing_difficulty,watery_eyes,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['ear_itching', 'runny_nose', 'hearing_difficulty', 'watery_eyes', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,ear_itching,tinnitus,facial_pain,thick_nasal_discharge,fever,loss_of_balance,postnasal_drip,loss_of_smell,"['ear_itching', 'tinnitus', 'facial_pain', 'thick_nasal_discharge', 'fever', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,sore_throat,buzzing_in_ears,nasal_irritation,pus_discharge,nasal_congestion,white_patches_throat,itchy_throat,loss_of_smell,"['sore_throat', 'buzzing_in_ears', 'nasal_irritation', 'pus_discharge', 'nasal_congestion', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Sinusitis,nasal_obstruction,ear_pain,itchy_nose,facial_pain,red_tonsils,redness_ear_canal,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'ear_pain', 'itchy_nose', 'facial_pain', 'red_tonsils', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,nasal_congestion,fever,nasal_irritation,facial_pain,fever,fatigue,itchy_throat,loss_of_smell,"['nasal_congestion', 'fever', 'nasal_irritation', 'facial_pain', 'fever', 'fatigue', 'itchy_throat', 'loss_of_smell']"
Deviated Septum,nosebleeds,ear_pain,headache,blood_in_nasal_discharge,snoring,postnasal_drip,loss_of_balance,loss_of_smell,"['nosebleeds', 'ear_pain', 'headache', 'blood_in_nasal_discharge', 'snoring', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,nosebleeds,recurrent_sinus_infections,fever,swollen_lymph_nodes,red_tonsils,redness_ear_canal,headache,loss_of_smell,"['nosebleeds', 'recurrent_sinus_infections', 'fever', 'swollen_lymph_nodes', 'red_tonsils', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Tonsillitis,ear_itching,headache,sore_throat,disturbed_sleep,snoring,breathing_difficulty,headache,loss_of_smell,"['ear_itching', 'headache', 'sore_throat', 'disturbed_sleep', 'snoring', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Allergic Rhinitis,nasal_congestion,runny_nose,facial_pain,thick_nasal_discharge,nasal_congestion,fatigue,postnasal_drip,loss_of_smell,"['nasal_congestion', 'runny_nose', 'facial_pain', 'thick_nasal_discharge', 'nasal_congestion', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,nasal_obstruction,runny_nose,hearing_loss,watery_eyes,nausea,vomiting,headache,loss_of_smell,"['nasal_obstruction', 'runny_nose', 'hearing_loss', 'watery_eyes', 'nausea', 'vomiting', 'headache', 'loss_of_smell']"
Sinusitis,sore_throat,difficulty_swallowing,sore_throat,fluid_discharge,irritability,postnasal_drip,headache,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'sore_throat', 'fluid_discharge', 'irritability', 'postnasal_drip', 'headache', 'loss_of_smell']"
Deviated Septum,nosebleeds,ear_pain,headache,blood_in_nasal_discharge,snoring,postnasal_drip,loss_of_balance,loss_of_smell,"['nosebleeds', 'ear_pain', 'headache', 'blood_in_nasal_discharge', 'snoring', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Allergic Rhinitis,sneezing,recurrent_sinus_infections,hearing_loss,pus_discharge,throat_irritation,postnasal_drip,postnasal_drip,loss_of_smell,"['sneezing', 'recurrent_sinus_infections', 'hearing_loss', 'pus_discharge', 'throat_irritation', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,vertigo,loss_of_voice,fever,fluid_discharge,nausea,redness_ear_canal,ear_tugging,loss_of_smell,"['vertigo', 'loss_of_voice', 'fever', 'fluid_discharge', 'nausea', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Tinnitus,sneezing,runny_nose,fever,blood_in_nasal_discharge,irritability,breathing_difficulty,headache,loss_of_smell,"['sneezing', 'runny_nose', 'fever', 'blood_in_nasal_discharge', 'irritability', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Otitis Media,sneezing,buzzing_in_ears,fever,ear_fullness,hearing_difficulty,redness_ear_canal,headache,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'fever', 'ear_fullness', 'hearing_difficulty', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Otitis Media,vertigo,crusting_in_nose,facial_pain,disturbed_sleep,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['vertigo', 'crusting_in_nose', 'facial_pain', 'disturbed_sleep', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,hoarseness,ear_pain,swelling_ear_canal,pus_discharge,hearing_difficulty,vomiting,itchy_throat,loss_of_smell,"['hoarseness', 'ear_pain', 'swelling_ear_canal', 'pus_discharge', 'hearing_difficulty', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Epistaxis,nasal_congestion,recurrent_sinus_infections,itchy_nose,disturbed_sleep,snoring,postnasal_drip,ear_tugging,loss_of_smell,"['nasal_congestion', 'recurrent_sinus_infections', 'itchy_nose', 'disturbed_sleep', 'snoring', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Allergic Rhinitis,ringing_in_ears,difficulty_swallowing,hearing_difficulty,fluid_discharge,nausea,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'difficulty_swallowing', 'hearing_difficulty', 'fluid_discharge', 'nausea', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Epistaxis,nosebleeds,ear_pain,itchy_nose,fluid_discharge,hearing_difficulty,redness_ear_canal,ear_tugging,loss_of_smell,"['nosebleeds', 'ear_pain', 'itchy_nose', 'fluid_discharge', 'hearing_difficulty', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,sneezing,loss_of_voice,nasal_irritation,watery_eyes,red_tonsils,white_patches_throat,itchy_throat,loss_of_smell,"['sneezing', 'loss_of_voice', 'nasal_irritation', 'watery_eyes', 'red_tonsils', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,nosebleeds,crusting_in_nose,facial_pain,facial_pain,throat_irritation,postnasal_drip,postnasal_drip,loss_of_smell,"['nosebleeds', 'crusting_in_nose', 'facial_pain', 'facial_pain', 'throat_irritation', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,hoarseness,ear_pain,swelling_ear_canal,pus_discharge,hearing_difficulty,vomiting,itchy_throat,loss_of_smell,"['hoarseness', 'ear_pain', 'swelling_ear_canal', 'pus_discharge', 'hearing_difficulty', 'vomiting', 'itchy_throat', 'loss_of_smell']"
